impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-143465,A656612,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2385425,LOST,Murzik,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jan 21, 2022",Date Lost,AUTUMN  AVE SE & O’NIEL ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2385425,Image Copyright HLP Inc. 2022,"Description: Orange shorthair cat with stripes with black dots on the nose. Male, but relatively small.<p/>Age: Over 1 year<p/>Location Lost: Autumn Ave SE & O’Niel St, Snoqualmie WA  98065<p/>Lost Date: 2022-01-21<p/>",
K22-143581,A656895,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unknown,Domestic Shorthair,Gray Tabby,"Jan 28, 2022",Received on,22200 block of  SE 272ND ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,47.357658,-122.045542,,Image Copyright HLP Inc. 2022,Received on: 2022-01-28<p/> Found Near: 22200 block of  SE 272ND ST<p/> Description: Gray Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>,
K22-143767,A657247,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2391319,LOST,Zelda,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Unknown,"Feb 02, 2022",Date Lost,800 block of  S 297TH PLACE,FEDERA,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2391319,Image Copyright HLP Inc. 2022,"Description: Poly Tabby, small in size, still a kitten 6-7 months old. Golden eyes, black/white stripe with white chest and 3 white socks.  <p/>Age: Under 1 year<p/>Location Lost: 848 S 297th Place, Federal Way, Federal Way WA  98003<p/>Lost Date: 2022-02-02<p/>",
K22-143354,A656286,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2383129,In Public Home,,Dog,Under 1 year<p/>,Male,Rottweiler,Black,"Jan 17, 2022",Date Found,175TH  AND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2383129,Image Copyright HLP Inc. 2022,"Description: about 6 month old male Rottweiler mix puppy. Not neutred. Found wearing a Seattle Seahawks jersey and Oregon Ducks collar. No tag and no Microchip Found. <p/>Age: Under 1 year<p/>Found Near: 175th and I-5, Seattle WA  98133<p/>Found Date: 2022-01-17<p/>",
K22-143702,A657089,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2389930,LOST,Selma,Dog,Under 1 year<p/>,Female,Pembroke Welsh Corgi,Black,"Feb 01, 2022",Date Lost,400 block of  ALPINE WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2389930,Image Copyright HLP Inc. 2022,"Description: Black tri color, 6 months old<p/>Age: Under 1 year<p/>Location Lost: 417 Alpine Way, Kent WA  98030<p/>Lost Date: 2022-02-01<p/>",
K22-144038,A658062,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A658062,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mickey,Dog,6 MONTHS,Male,Labrador Retriever / Mix,Black,"Feb 15, 2022",Received on,33800 block of  42ND AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658062,Image Copyright HLP Inc. 2022,"Received on: 2022-02-15<p/> Found Near: 33800 block of  42ND AVE S<p/> Description: Black Male Labrador Retriever / Mix Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K22-143915,A657638,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2394060,LOST,Sullivan,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,"Feb 07, 2022",Date Lost,147TH  AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2394060,Image Copyright HLP Inc. 2022,"Description: Large Black and brown tabby, yellow eyes, spotted tummy. Microchip #604006277<p/>Age: Over 1 year<p/>Location Lost: 147th Ave SE, Renton WA  98058<p/>Lost Date: 2022-02-07<p/>",
K22-143512,A430705,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Sasha,Dead Dog,8 YEARS 5 MONTHS,Female,Golden Retriever,Gold,"Jan 25, 2022",Received on,29500 block of  SE GREEN RIVER GORGE RD,ENUMCLAW,WA,98022,KING COUNTY,47.302177,-121.9492,,Image Copyright HLP Inc. 2022,Received on: 2022-01-25<p/> Found Near: 29500 block of  SE GREEN RIVER GORGE RD<p/> Description: Gold Female Golden Retriever Dog<p/> Age: 8 YEARS 5 MONTHS<p/>,
K22-143498,A656719,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2386341,LOST,Gryffindor,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Jan 23, 2022",Date Lost,10200 block of  59TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2386341,Image Copyright HLP Inc. 2022,"Description: Mostly grey with white chin, chest and belly. Streak of white siren forehead/nose. Large umbilical hernia on abdomen. <p/>Age: Unknown<p/>Location Lost: 10206 59th Ave S, Seattle WA  98178<p/>Lost Date: 2022-01-23<p/>",
K22-143333,A656205,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382386,LOST,Elliott,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,"Jan 14, 2022",Date Lost,W  32ND ST AND COLUMBIA ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382386,Image Copyright HLP Inc. 2022,"Description: 10.5lb tabby, white paws and white chin/chest. Some golden coloring underneath and slight belly hang. <p/>Age: Over 1 year<p/>Location Lost: W 32nd St and Columbia St, Vancouver WA  98660<p/>Lost Date: 2022-01-14<p/>",
K22-143878,A657534,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2393324,LOST,Cherry,Dog,Over 1 year<p/>,Male,Toy Poodle,Unknown,"Feb 07, 2022",Date Lost,146TH  AVE SE AND SE 42ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2393324,Image Copyright HLP Inc. 2022,"Description: Brown 2 years old. 10 lbs and toy size poodle. <p/>Age: Over 1 year<p/>Location Lost: 146th ave se and se 42nd st, Bellevue WA  98006<p/>Lost Date: 2022-02-07<p/>",
K22-143547,A656816,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unknown,Domestic Shorthair,Gray Tabby,"Jan 26, 2022",Received on,300 block of  BELLEVUE WAY NE,BELLEVUE,WA,98004,BELLEVUE,47.613078,-122.20092,,Image Copyright HLP Inc. 2022,Received on: 2022-01-26<p/> Found Near: 300 block of  BELLEVUE WAY NE<p/> Description: Gray Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>,
K22-143716,A657109,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2390072,LOST,Brenda,Dog,Over 1 year<p/>,Female,Rottweiler,Black,"Jan 31, 2022",Date Lost,188TH  AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2390072,Image Copyright HLP Inc. 2022,"Description: Brown color <p/>Age: Over 1 year<p/>Location Lost: 188th Ave Se, Kent WA  98042<p/>Lost Date: 2022-01-31<p/>",
K22-144039,A658071,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A658071,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Florida White,NO AGE,Unknown,Florida White,White,"Feb 15, 2022",Received on,4700 block of  S 256TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658071,Image Copyright HLP Inc. 2022,"Received on: 2022-02-15<p/> Found Near: 4700 block of  S 256TH ST<p/> Description: White Unknown Florida White Florida White<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143370,A656325,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2383513,LOST,Harley Rule,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Brown,"Jan 18, 2022",Date Lost,118TH  PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2383513,Image Copyright HLP Inc. 2022,"Description: Brown tabby female.  She is very talkative and will meow at you especially when you pick her up.  She was let out sometime during a robbery of our home<p/>Age: Over 1 year<p/>Location Lost:  118th pl SE, Kent WA  98030<p/>Lost Date: Jan 18 202<p/>",
K22-143995,A635936,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Lilandra,Dead Cat,1 YEAR 9 MONTHS,Spayed Female,Domestic Shorthair,Tortie,"Feb 13, 2022",Received on,22200 block of  35TH PL S,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2022,Received on: 2022-02-13<p/> Found Near: 22200 block of  35TH PL S<p/> Description: Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 9 MONTHS<p/>,
K22-143589,A656909,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2388184,LOST,Rza,Dog,Over 1 year<p/>,Female,Labrador Retriever,Black,"Jan 25, 2022",Date Lost,BROADWAY  AND MADISON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2388184,Image Copyright HLP Inc. 2022,"Description: Hawaiian collar. Black coat with tan underbody. <p/>Age: Over 1 year<p/>Location Lost: Broadway and Madison , Seattle WA  98122<p/>Lost Date: 2022-01-25<p/>",
K22-144075,A658173,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2397775,LOST,Garry Owen,Cat,Over 1 year<p/>,Male,Oriental Shorthair,Unknown,"Feb 14, 2022",Date Lost,28TH  AVE W & W TILDEN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2397775,Image Copyright HLP Inc. 2022,"Description: 5 year-old neutered mail cat, oriental shorthair w/seal point coloring (on the darker side) and blue eyes. He was wearing a reflective collar with tiny birds and orange piping on the outside of the collar. <p/>Age: Over 1 year<p/>Location Lost: 28th Ave W & W Tilden, Seattle WA  98199<p/>Lost Date: 2022-02-14<p/>",
K22-143790,A657306,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2391744,LOST,Chesterfield,,Over 1 year<p/>,Male,,Brown,"Jan 13, 2022",Date Lost,SE  19TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2391744,Image Copyright HLP Inc. 2022,"Description: Large rabbit, large rump and large ears, white fluffy tail, solid coat of medium brown fur. Loves apples, and carrots. Answers to “baby” and “Chester”<p/>Age: Over 1 year<p/>Location Lost: SE 19TH , Bellevue WA  98008<p/>Lost Date: 2022-01-13<p/>",
K22-143503,A656733,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2386510,LOST,Lucy,Dog,Under 1 year<p/>,Female,Siberian Husky,White,"Jan 24, 2022",Date Lost,145TH  AND 165TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2386510,Image Copyright HLP Inc. 2022,"Description: White and Gray with some red/brown hints. She has 2 small black scratch like scars on her snout and a whit spot on the back of both ears<p/>Age: Under 1 year<p/>Location Lost: 145th and 165th, Renton WA  98059<p/>Lost Date: 2022-01-24<p/>",
K22-143936,A657725,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657725,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",February,Rat,NO AGE,Female,Rat,Brown / White,"Feb 10, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657725,Image Copyright HLP Inc. 2022,"Received on: 2022-02-10<p/> Description: Brown / White<p/>  Female Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is February and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-143163,A655786,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379034,LOST,Tommy,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black,"Jan 08, 2022",Date Lost,NE  179TH STREET AND PARADISE LAKE ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379034,Image Copyright HLP Inc. 2022,"Description: Older (15 yrs) black lab with grey face, docked tail. About 70 pounds<p/>Age: Over 1 year<p/>Location Lost: NE 179th Street and Paradise Lake Road, Woodinville WA  98077<p/>Lost Date: 2022-01-08<p/>",
K22-143638,A656981,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2388938,LOST,Enzo,Cat,Under 1 year<p/>,Male,Russian Blue,Unknown,"Jan 14, 2022",Date Lost,MAY  VALLEY ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2388938,Image Copyright HLP Inc. 2022,"Description: 11 week old adorable kitten with distinct markings on his arms and no<p/>Age: Under 1 year<p/>Location Lost: May valley road , Issaquah WA  98027<p/>Lost Date: 2022-01-14<p/>",
K22-143497,A656718,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2386328,In Public Home,,Cat,Unknown<p/>,Unknown,European Shorthair,Unknown,"Jan 23, 2022",Date Found,"SE  284TH ST AUBURN, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2386328,Image Copyright HLP Inc. 2022,"<p/>Age: Unknown<p/>Found Near: SE 284th st Auburn, WA, Auburn WA  98092<p/>Found Date: 2022-01-23<p/>",
K22-143937,A657726,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657726,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Flower,Rat,NO AGE,Female,Rat,Brown / White,"Feb 10, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657726,Image Copyright HLP Inc. 2022,"Received on: 2022-02-10<p/> Description: Brown / White<p/>  Female Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Flower and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-144095,A658221,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A658221,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 YEARS,Female,Domestic Longhair,Tortie Pt,"Feb 18, 2022",Received on,31300 block of  SE 383RD PL,ENUMCLAW,WA,98022,KING COUNTY,47.257777,-121.92642,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658221,Image Copyright HLP Inc. 2022,"Received on: 2022-02-18<p/> Found Near: 31300 block of  SE 383RD PL<p/> Description: Tortie Pt Female Domestic Longhair Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143407,A656378,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2383911,LOST,Eli,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jan 19, 2022",Date Lost,200 block of  AVE SE AND 152 STREET SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2383911,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: 206 Ave SE and 152 street SE, Renton WA  98059<p/>Lost Date: 2022-01-19<p/>",
K22-143423,A644057,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A644057,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Spuds,Cat,9 YEARS 6 MONTHS,Neutered Male,Domestic Shorthair,Orange,"Jan 20, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A644057,Image Copyright HLP Inc. 2022,"Received on: 2022-01-20<p/> Description: Orange<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 9 YEARS 6 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Spuds and I am available for adoption. I was brought in by a good Samaritan on 7/24/21. <p/>I was nominated as the Pet of the Week on September 14, 2021. This means that my adoption fee has been reduced. Please note that a pet license is a requirement and therefore a fee may be applied. This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more (visit our pet licensing page for more info)!<p/><p/>My adoption fee was paid for by a generous donor so that I can find my forever home even faster!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I love humans who pet me and other kitties so I would make a great cat for any family!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)  Very weak positive FeLV- Feline leukemia virus is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  Infection is lifelong and there is no cure.  Cats infected with feline leukemia virus typically live shorter lifespans, although with proper care and management, some cats can have a good quality of life.  Please refer to the information handout.<p/><p/>2)  This animal has been diagnosed with kidney disease.  This condition can be managed with special diets and medications.  Treatment will be lifelong.  Please follow up with your regular veterinarian for the best treatment plan.  We have also included a handout with more information on this disease.<p/><p/>",GREEN
